|Ezili  |Ninja  |Alch   |Engi   |
|Gwen   |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Engi   |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Druid  |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Alch   |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Sniper |Wizard |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Glue   |Wizard |The Mochinator|LZPWVUO|N
|Bomb   |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Boomer |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Ezili  |Tack   |Alch   |Village|InnateWarrior|OZPWTOV|N
|Obyn   |Sub    |Druid  |Village|Emtee|AZPWAUH|N
|Quincy |Dart   |Alch   |Village|Char|EZPWAYE|N
|Obyn   |Glue   |Wizard |Engi   |The Mochinator|EZPWALT|N
|Obyn   |Glue   |Wizard |Alch   |The Mochinator|EZPWALT|N
|Obyn   |Ice    |Glue   |Wizard |The Mochinator|EZPWALT|N
|Bomb   |Ice    |Sub    |Village|Emtee|WZPWSFH|N
|Ezili  |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Ben    |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Church |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Pat    |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Obyn   |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Striker|Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Gwen   |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Quincy |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Village|Engi   |Emtee|GZPWSXG|N
|Bomb   |Sub    |Spac   |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Druid  |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Alch   |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Wizard |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Bucc   |Village|Emtee|GZPWSXG|N
|Bomb   |Sniper |Sub    |Village|Emtee|GZPWSXG|N
|Boomer |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Pat    |Sub    |Alch   |Village|TheKNEE13|CZPWPUF|N
|Church |Tack   |Sub    |Alch   |InnateWarrior|AZPWRSS|N
|Tack   |Sub    |Alch   |Druid  |InnateWarrior|CZPWYFK|N
|Ben    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Pat    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Striker|Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Wizard |Druid  |Village|Engi   |Agent51|DZPWOAW|N
|Wizard |Alch   |Druid  |Village|Agent51|DZPWOAW|N
|Sub    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Ice    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Bomb   |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Boomer |Bomb   |Sniper |Village|Emtee|VZPTKWA|N
|Quincy |Boomer |Bomb   |Village|Emtee|EZPTFLX|N
|Dart   |Boomer |Bomb   |Village|Emtee|FZPTVBH|N
|Dart   |Sniper |Super  |Village|InnateWarrior|KZPTXXV|N
|Ben    |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Church |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Obyn   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Gwen   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Quincy |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Village|Engi   |Emtee|GZPTXAB|N
|Bomb   |Bucc   |Spac   |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Druid  |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Alch   |Village|Emtee|GZPTXAB|N
|Bomb   |Sniper |Bucc   |Village|Emtee|GZPTXAB|N
|Bomb   |Ice    |Bucc   |Village|Emtee|GZPTXAB|N
|Dart   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Dart   |Glue   |Super  |Village|InnateWarrior|PZPTXEO|N
|Tack   |Super  |Spac   |Village|InnateWarrior|WZPTAWR|N
|Church |Tack   |Spac   |Village|InnateWarrior|LZPTEVM|N
|Glue   |Mortar |Super  |Alch   |Overeasybacon|AZPTPFV|N
|Boomer |Bomb   |Sniper |Wizard |Emtee|SZPTPPP|N
|Obyn   |Ace    |Druid  |Village|JEB222|LZPTYUT|N
|Ezili  |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Ben    |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Gwen   |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Quincy |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Engi   |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Druid  |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Alch   |Emtee|AZPTYTW|N
|Bomb   |Sniper |Sub    |Wizard |Emtee|AZPTYTW|N
|Gwen   |Tack   |Sniper |Super  |coolio1223|XZPTYOW|N
|Gwen   |Tack   |Super  |Engi   |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Super  |Spac   |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Mortar |Super  |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Glue   |Super  |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Ice    |Super  |coolio1223|MZPTLPT|N
|Gwen   |Bomb   |Tack   |Super  |coolio1223|MZPTLPT|N
|Gwen   |Glue   |Bucc   |Heli   |HikingPotato|EZPTLOC|N
|Quincy |Bomb   |Glue   |Village|Rangaz|CZPTOWO|N
|Ezili  |Sub    |Wizard |Druid  |Emtee|VZPTOSM|N
|Tack   |Ice    |Sub    |Spac   |kernnpop|RZPXMWY|N
|Ice    |Super  |Druid  |Village|coolio1223|CZPXUGB|N
|Quincy |Glue   |Bucc   |Village|coolio1223|CZPXUSA|N
|Ezili  |Glue   |Druid  |Village|FenixKillah|MZPTLWY|N
|Glue   |Bucc   |Druid  |Village|FenixKillah|GZPTOKP|N
|Tack   |Sniper |Super  |Spac   |kernnpop|SZPXVWW|N
|Glue   |Mortar |Druid  |Village|FenixKillah|WZPXVDC|N
|Ben    |Tack   |Super  |Spac   |kernnpop|YZPXWVM|N
|Church |Tack   |Super  |Spac   |kernnpop|YZPXWVM|N
|Pat    |Tack   |Super  |Spac   |kernnpop|YZPXWVM|N
|Striker|Tack   |Super  |Spac   |kernnpop|YZPXWVM|N
|Tack   |Super  |Spac   |Engi   |kernnpop|YZPXWVM|N
|Tack   |Ice    |Super  |Spac   |kernnpop|YZPXWVM|N
|Bomb   |Tack   |Super  |Spac   |kernnpop|YZPXWVM|N
|Gwen   |Ace    |Druid  |Village|InnateWarrior|LZPXWWD|N
|Obyn   |Sub    |Ninja  |Spac   |Imbigtedde|VZPXWED|N
|Ben    |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Church |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Pat    |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Obyn   |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Striker|Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Quincy |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Ninja  |Spac   |Engi   |FenixKillah|CZPXTTY|N
|Tack   |Ninja  |Druid  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Bucc   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Sub    |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Sniper |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Glue   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Tack   |Ice    |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Boomer |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Dart   |Tack   |Ninja  |Spac   |FenixKillah|CZPXTTY|N
|Pat    |Super  |Ninja  |Engi   |kernnpop|LZPXXHU|N
|Pat    |Super  |Ninja  |Druid  |kernnpop|LZPXXHU|N
|Pat    |Sniper |Super  |Ninja  |kernnpop|LZPXXHU|N
|Pat    |Ice    |Super  |Ninja  |kernnpop|LZPXXHU|N
|Bomb   |Ice    |Sniper |Wizard |InnateWarrior|VZPXXWD|N
|Gwen   |Boomer |Bucc   |Heli   |Imbigtedde|XZPXXRS|N
|Dart   |Glue   |Spac   |Village|InnateWarrior|AZPXXLG|N
|Ezili  |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Ben    |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Pat    |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Striker|Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Gwen   |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Quincy |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Ice    |Wizard |Druid  |Engi   |The Mochinator|KZPXBDP|N
|Ice    |Wizard |Alch   |Druid  |The Mochinator|KZPXBDP|N
|Ice    |Sniper |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Ice    |Glue   |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Bomb   |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Boomer |Ice    |Wizard |Druid  |The Mochinator|KZPXBDP|N
|Boomer |Bomb   |Spac   |Village|InnateWarrior|YZPXSMG|N
|Gwen   |Tack   |Spac   |Engi   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Druid  |Spac   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Bucc   |Spac   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Sub    |Spac   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Sniper |Spac   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Glue   |Spac   |kernnpop|OZPXERU|N
|Gwen   |Tack   |Ice    |Spac   |kernnpop|OZPXERU|N
|Gwen   |Bomb   |Tack   |Spac   |kernnpop|OZPXERU|N
|Gwen   |Boomer |Tack   |Spac   |kernnpop|OZPXERU|N
|Gwen   |Dart   |Tack   |Spac   |kernnpop|OZPXERU|N
|Quincy |Ice    |Sniper |Heli   |The Mochinator|GZPXPOC|N
|Ice    |Sniper |Heli   |Engi   |The Mochinator|GZPXPOC|N
|Ice    |Sniper |Heli   |Druid  |The Mochinator|GZPXPOC|N
|Ice    |Sniper |Bucc   |Heli   |The Mochinator|GZPXPOC|N
|Tack   |Ice    |Sniper |Heli   |The Mochinator|GZPXPOC|N
|Bomb   |Ice    |Sniper |Heli   |The Mochinator|GZPXPOC|N
|Dart   |Ice    |Sniper |Heli   |The Mochinator|GZPXPOC|N
|Dart   |Bomb   |Spac   |Village|Emtee|DZPXYRK|N
|Glue   |Bucc   |Spac   |Village|InnateWarrior|HZPXLLH|N
|Ben    |Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Church |Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Pat    |Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Obyn   |Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Striker|Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Quincy |Dart   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Spac   |Engi   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Druid  |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Bucc   |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Sub    |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Sniper |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Glue   |Spac   |kernnpop|SZPAGMX|N
|Dart   |Tack   |Ice    |Spac   |kernnpop|SZPAGMX|N
|Dart   |Bomb   |Tack   |Spac   |kernnpop|SZPAGMX|N
|Dart   |Boomer |Tack   |Spac   |kernnpop|SZPAGMX|N
|Glue   |Bucc   |Ninja  |Village|Jordan Hintz|CZPAGPM|N
|Ben    |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Church |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Pat    |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Obyn   |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Striker|Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Quincy |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Tack   |Bucc   |Spac   |Engi   |kernnpop|YZPAHBM|N
|Tack   |Bucc   |Druid  |Spac   |kernnpop|YZPAHBM|N
|Tack   |Sub    |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Tack   |Sniper |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Tack   |Glue   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Tack   |Ice    |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Bomb   |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Boomer |Tack   |Bucc   |Spac   |kernnpop|YZPAHBM|N
|Glue   |Sub    |Bucc   |Ninja  |Jordan Hintz|RZPAHBY|N
|Boomer |Super  |Alch   |Village|Emtee|LZPAVAY|N
|Glue   |Sniper |Bucc   |Village|Jordan Hintz|DZPAVDY|N
|Quincy |Dart   |Ninja  |Spac   |Millionsofmario|CZPASDE|N
|Ezili  |Glue   |Bucc   |Spac   |Sir Spanky|GZPARCX|N
|Tack   |Ice    |Glue   |Sub    |kernnpop|XZPALXC|N
|Church |Tack   |Spac   |Engi   |kernnpop|FZPBHHY|N
|Church |Tack   |Druid  |Spac   |kernnpop|FZPBHHY|N
|Church |Tack   |Sub    |Spac   |kernnpop|FZPBHHY|N
|Church |Tack   |Sniper |Spac   |kernnpop|FZPBHHY|N
|Church |Tack   |Glue   |Spac   |kernnpop|FZPBHHY|N
|Church |Tack   |Ice    |Spac   |kernnpop|FZPBHHY|N
|Church |Bomb   |Tack   |Spac   |kernnpop|FZPBHHY|N
|Church |Boomer |Tack   |Spac   |kernnpop|FZPBHHY|N
|Ezili  |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Ben    |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Church |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Obyn   |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Striker|Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Gwen   |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Quincy |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Bucc   |Spac   |Village|Engi   |The Mochinator|WZPBHAO|N
|Bucc   |Druid  |Spac   |Village|The Mochinator|WZPBHAO|N
|Sub    |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Sniper |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Ice    |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Boomer |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Dart   |Bucc   |Spac   |Village|The Mochinator|WZPBHAO|N
|Ben    |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Church |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Obyn   |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Striker|Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Gwen   |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Bucc   |Alch   |Village|Engi   |The Mochinator|XZPBUKH|N
|Sniper |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Glue   |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Ice    |Bucc   |Alch   |Village|The Mochinator|XZPBUKH|N
|Ezili  |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Ben    |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Church |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Pat    |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Striker|Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Gwen   |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Quincy |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Ice    |Ace    |Ninja  |Engi   |Char|MZPBUPF|N
|Ice    |Ace    |Ninja  |Village|Char|MZPBUPF|N
|Ice    |Ace    |Ninja  |Druid  |Char|MZPBUPF|N
|Ice    |Sub    |Ace    |Ninja  |Char|MZPBUPF|N
|Ice    |Sniper |Ace    |Ninja  |Char|MZPBUPF|N
|Tack   |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Dart   |Ice    |Ace    |Ninja  |Char|MZPBUPF|N
|Pat    |Glue   |Druid  |Village|Gavo38322|AZPBVKH|N
|Quincy |Ace    |Mortar |Engi   |Char|CZPBVSE|N
|Quincy |Ace    |Mortar |Druid  |Char|CZPBVSE|N
|Quincy |Ace    |Mortar |Ninja  |Char|CZPBVSE|N
|Quincy |Sniper |Ace    |Mortar |Char|CZPBVSE|N
|Quincy |Bomb   |Ace    |Mortar |Char|CZPBVSE|N
|Ezili  |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Ben    |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Church |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Obyn   |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Striker|Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Gwen   |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Glue   |Bucc   |Village|Engi   |The Mochinator|CZPBVRE|N
|Ice    |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Boomer |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Dart   |Glue   |Bucc   |Village|The Mochinator|CZPBVRE|N
|Boomer |Tack   |Glue   |Village|Gavo38322|BZPBTKG|N
|Ezili  |Boomer |Glue   |Village|Gavo38322|HZPBXKD|N
|Ezili  |Glue   |Bucc   |Heli   |Sir Spanky|XZPBXGT|N
|Quincy |Sub    |Spac   |Village|Emtee|HZPBAPR|N
|Ben    |Tack   |Spac   |Village|kernnpop|HZPBAOB|N
|Striker|Tack   |Spac   |Village|kernnpop|HZPBAOB|N
|Tack   |Spac   |Village|Engi   |kernnpop|HZPBAOB|N
|Tack   |Druid  |Spac   |Village|kernnpop|HZPBAOB|N
|Tack   |Sniper |Spac   |Village|kernnpop|HZPBAOB|N
|Tack   |Ice    |Spac   |Village|kernnpop|HZPBAOB|N
|Bomb   |Tack   |Spac   |Village|kernnpop|HZPBAOB|N
|Gwen   |Sub    |Spac   |Village|Emtee|OZPBBFB|N
|Ezili  |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Ben    |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Striker|Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Gwen   |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Quincy |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Ice    |Bucc   |Village|Engi   |The Mochinator|UZPBBFS|N
|Ice    |Bucc   |Druid  |Village|The Mochinator|UZPBBFS|N
|Ice    |Bucc   |Ninja  |Village|The Mochinator|UZPBBFS|N
|Ice    |Sub    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Ice    |Sniper |Bucc   |Village|The Mochinator|UZPBBFS|N
|Boomer |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Dart   |Ice    |Bucc   |Village|The Mochinator|UZPBBFS|N
|Obyn   |Sub    |Spac   |Village|Emtee|FZPBBTD|N
|Ezili  |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Ben    |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Church |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Obyn   |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Striker|Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Quincy |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Glue   |Ninja  |Village|Engi   |Emtee|KZPBPUM|N
|Glue   |Ninja  |Spac   |Village|Emtee|KZPBPUM|N
|Glue   |Ninja  |Druid  |Village|Emtee|KZPBPUM|N
|Glue   |Sniper |Ninja  |Village|Emtee|KZPBPUM|N
|Ice    |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Dart   |Glue   |Ninja  |Village|Emtee|KZPBPUM|N
|Ezili  |Bomb   |Sniper |Wizard |Emtee|AZPBRPS|N
|Ben    |Bomb   |Sniper |Wizard |Emtee|AZPBRPS|N
|Pat    |Bomb   |Sniper |Wizard |Emtee|AZPBRPS|N
|Striker|Bomb   |Sniper |Wizard |Emtee|AZPBRPS|N
|Quincy |Bomb   |Sniper |Wizard |Emtee|AZPBRPS|N
|Bomb   |Sniper |Wizard |Engi   |Emtee|AZPBRPS|N
|Bomb   |Sniper |Wizard |Druid  |Emtee|AZPBRPS|N
|Bomb   |Sniper |Wizard |Alch   |Emtee|AZPBRPS|N
|Ezili  |Bucc   |Village|Engi   |The Mochinator|HZPBLWC|N
|Ezili  |Bucc   |Druid  |Village|The Mochinator|HZPBLWC|N
|Ezili  |Bucc   |Ninja  |Village|The Mochinator|HZPBLWC|N
|Ezili  |Sub    |Bucc   |Village|The Mochinator|HZPBLWC|N
|Ezili  |Sniper |Bucc   |Village|The Mochinator|HZPBLWC|N
|Ezili  |Boomer |Bucc   |Village|The Mochinator|HZPBLWC|N
|Ezili  |Dart   |Bucc   |Village|The Mochinator|HZPBLWC|N
|Quincy |Tack   |Spac   |Engi   |kernnpop|PZPBLAW|N
|Quincy |Tack   |Druid  |Spac   |kernnpop|PZPBLAW|N
|Quincy |Tack   |Sniper |Spac   |kernnpop|PZPBLAW|N
|Quincy |Tack   |Glue   |Spac   |kernnpop|PZPBLAW|N
|Quincy |Tack   |Ice    |Spac   |kernnpop|PZPBLAW|N
|Quincy |Boomer |Tack   |Spac   |kernnpop|PZPBLAW|N
|Ezili  |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Ben    |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Church |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Pat    |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Obyn   |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Striker|Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Gwen   |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Bomb   |Bucc   |Spac   |Engi   |kernnpop|YZPBOSK|N
|Bomb   |Bucc   |Druid  |Spac   |kernnpop|YZPBOSK|N
|Bomb   |Sub    |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Bomb   |Sniper |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Bomb   |Glue   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Bomb   |Ice    |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Boomer |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Dart   |Bomb   |Bucc   |Spac   |kernnpop|YZPBOSK|N
|Obyn   |Glue   |Druid  |Village|Emtee|HZPCKKV|N
|Boomer |Glue   |Mortar |Alch   |Smurfblade|EZPCUMO|N
|Obyn   |Tack   |Sniper |Wizard |Emtee|XZPCUAC|N
|Gwen   |Bucc   |Mortar |Engi   |RainbowDox|XZPCUDL|N
|Gwen   |Bucc   |Mortar |Druid  |RainbowDox|XZPCUDL|N
|Gwen   |Bucc   |Mortar |Ninja  |RainbowDox|XZPCUDL|N
|Gwen   |Bomb   |Bucc   |Mortar |RainbowDox|XZPCUDL|N
|Ben    |Dart   |Sniper |Super  |Emtee|BZPCTUL|N
|Striker|Dart   |Sniper |Super  |Emtee|BZPCTUL|N
|Dart   |Sniper |Super  |Engi   |Emtee|BZPCTUL|N
|Dart   |Sniper |Super  |Druid  |Emtee|BZPCTUL|N
|Dart   |Glue   |Sniper |Super  |Emtee|BZPCTUL|N
|Dart   |Tack   |Sniper |Super  |Emtee|BZPCTUL|N
|Dart   |Bomb   |Sniper |Super  |Emtee|BZPCTUL|N
|Ezili  |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Ben    |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Church |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Pat    |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Obyn   |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Striker|Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Gwen   |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Quincy |Dart   |Boomer |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Village|Engi   |ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Spac   |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Druid  |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Alch   |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Ninja  |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Mortar |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Bucc   |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Sub    |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Sniper |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Glue   |Village|ILiekFishes|GZPCXBK|N
|Dart   |Boomer |Ice    |Village|ILiekFishes|GZPCXBK|N
|Ezili  |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Ben    |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Church |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Pat    |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Striker|Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Gwen   |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Quincy |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Bucc   |Druid  |Spac   |Engi   |kernnpop|BZPCATO|N
|Bucc   |Ninja  |Druid  |Spac   |kernnpop|BZPCATO|N
|Sub    |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Sniper |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Glue   |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Ice    |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Boomer |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Dart   |Bucc   |Druid  |Spac   |kernnpop|BZPCATO|N
|Ezili  |Boomer |Tack   |Village|kernnpop|LZPCDOE|N
|Ben    |Boomer |Tack   |Village|kernnpop|LZPCDOE|N
|Church |Boomer |Tack   |Village|kernnpop|LZPCDOE|N
|Pat    |Boomer |Tack   |Village|kernnpop|LZPCDOE|N
|Striker|Boomer |Tack   |Village|kernnpop|LZPCDOE|N
|Boomer |Tack   |Village|Engi   |kernnpop|LZPCDOE|N
|Boomer |Tack   |Druid  |Village|kernnpop|LZPCDOE|N
|Boomer |Tack   |Alch   |Village|kernnpop|LZPCDOE|N
|Boomer |Tack   |Super  |Village|kernnpop|LZPCDOE|N
